"ProductID","ProductPrice","ProductCost"
199,250.06,207.5498
200,236.62,184.5636
201,165.22,145.3936
202,63.88,50.4652
203,443.17,438.7383
204,210.61,187.4429
205,201.66,161.328
206,199.5,153.615
207,83.66,66.0914
208,485.01,460.7595
209,231.25,219.6875
210,291.46,256.4848
211,394.95,347.556
212,349.27,279.416
213,312.05,308.9295
214,276.46,240.5202
215,163.68,153.8592
216,334.69,264.4051
217,249.05,186.7875
218,418.76,330.8204
219,266.36,221.0788
220,39.45,30.771
221,59.88,55.6884
222,147.5,132.75
223,13.65,13.2405
224,20.48,17.8176
225,94.45,89.7275
226,438.42,390.1938
227,3.86,3.474
228,51.53,46.8923
229,135.1,128.345
230,182.98,159.1926
231,218.66,196.794
232,348.55,338.0935
233,337.07,269.656
234,51.88,48.2484
235,191.19,147.2163
236,470.84,386.0888
237,75.85,66.748
238,40.19,36.5729
239,390.11,343.2968
240,62.08,50.2848
241,104.5,84.645
242,364.37,335.2204
243,307.07,285.5751
244,263.52,247.7088
245,473.54,459.3338
246,480.37,456.3515
247,206.36,193.9784
248,202.05,175.7835
249,89.24,68.7148
250,94.78,86.2498
251,318.83,309.2651
252,24.13,22.6822
253,246.39,202.0398
254,298.49,280.5806
255,178.68,157.2384
256,237.61,192.4641
257,423.98,390.0616
258,138.48,117.708
259,362.75,355.495
260,405.91,361.2599
261,140.44,113.7564
262,150.82,143.279
263,348.39,327.4866
264,270.28,218.9268
265,391.34,352.206
266,281.42,219.5076
267,19.56,18.3864
268,310.55,291.917
269,439.27,338.2379
270,273.98,221.9238
271,151.57,121.256
272,486.66,408.7944
273,295.06,277.3564
274,282.18,245.4966
275,59.01,51.3387
276,83.43,80.0928
277,237.07,187.2853
278,107.17,87.8794
279,295.42,268.8322
280,2.9,2.842
281,276.79,226.9678
282,464.29,376.0749
283,303.02,242.416
284,414.71,323.4738
285,303.92,230.9792
286,97.89,76.3542
287,309.58,297.1968
288,464.49,366.9471
289,164.34,134.7588
290,47.52,42.2928
291,268.24,201.18
292,110.08,108.9792
293,390.58,386.6742
294,418.19,393.0986
295,98.74,92.8156
296,114.93,106.8849
297,340.87,262.4699
298,314.39,264.0876
299,221.7,175.143
300,342.73,315.3116
301,253.7,246.089
302,356.84,321.156
303,301.93,247.5826
304,356.5,288.765
305,380.46,372.8508
306,74.45,58.071
307,293.8,255.606
308,94.04,78.0532
309,4.99,4.8403
310,338.51,318.1994
311,472.34,443.9996
312,182.72,169.9296
313,336.08,299.1112
314,76.54,60.4666
315,64.37,62.4389
316,371.2,311.808
317,293.88,252.7368
318,25.53,24.2535
319,136.22,113.0626
320,472.73,416.0024
321,282.65,220.467
322,322.68,312.9996
323,90.24,69.4848
324,39.87,35.0856
325,337.28,276.5696
326,186.13,176.8235
327,60.66,58.2336
328,73.93,60.6226
329,57.08,54.7968
330,95.91,71.9325
331,224.81,177.5999
332,331.78,275.3774
333,467.35,453.3295
334,47.54,38.9828
335,162.54,157.6638
336,192.67,146.4292
337,64.56,53.5848
338,154.52,142.1584
339,172.53,167.3541
340,194.37,169.1019
341,75.96,60.0084
342,91.15,74.743
343,429.58,343.664
344,486.77,477.0346
345,387.66,329.511
346,378.78,367.4166
347,389.54,323.3182
348,434.16,329.9616
349,168.78,128.2728
350,88.22,87.3378
351,428.35,419.783
352,289.52,220.0352
353,290.31,249.6666
354,139.38,118.473
355,461.04,419.5464
356,59.99,51.5914
357,102.38,76.785
358,184.45,171.5385
359,12.08,9.664
360,132.82,103.5996
361,114.89,97.6565
362,191.46,162.741
363,0.64,0.6144
364,417.56,334.048
365,73.35,72.6165
366,483.83,377.3874
367,380.84,361.798
368,217.54,184.909
369,329.78,316.5888
370,392.99,377.2704
371,95.23,75.2317
372,105.57,100.2915
373,444.75,395.8275
374,64.92,49.3392
375,121.9,97.52
376,261.24,250.7904
377,133.08,129.0876
378,380.21,292.7617
379,422.32,405.4272
380,135.77,127.6238
381,181.53,170.6382
382,369.83,336.5453
383,155.94,120.0738
384,30.45,22.8375
385,362.75,290.2
386,459.25,422.51
387,54.12,40.59
388,178.06,158.4734
389,309.51,247.608
390,339.08,288.218
391,475.2,446.688
392,76.4,60.356
393,384.92,292.5392
394,97.02,88.2882
395,184.98,153.5334
396,454.93,391.2398
397,219.81,215.4138
398,116.02,102.0976
399,486.36,398.8152
400,238.1,200.004
401,104.09,94.7219
402,123.01,108.2488
403,207.69,205.6131
404,395.43,340.0698
405,130.79,128.1742
406,287.37,255.7593
407,50.55,46.506
408,191.65,157.153
409,461.7,438.615
410,40.14,36.126
411,89.6,85.12
412,158.62,139.5856
413,56.13,55.5687
414,427.82,376.4816
415,408.82,355.6734
416,189.13,162.6518
417,67.87,51.5812
418,340.56,333.7488
419,114.31,105.1652
420,461.01,442.5696
421,350.75,336.72
422,436.61,340.5558
423,42.29,35.1007
424,480.91,379.9189
425,51.21,41.9922
426,285.67,279.9566
427,487.38,370.4088
428,439.01,425.8397
429,114.35,85.7625
430,436.23,348.984
431,267.36,216.5616
432,150.63,138.5796
433,272.23,228.6732
434,351.74,267.3224
435,73,71.54
436,180.09,178.2891
437,140.21,114.9722
438,136.56,106.5168
439,360.94,324.846
440,275.22,228.4326
441,358.16,340.252
442,150.2,144.192
443,14.58,13.4136
444,89.1,74.844
445,243.71,204.7164
446,405.92,397.8016
447,72.99,63.5013
448,425.36,361.556
449,48.88,38.1264
450,257.23,216.0732
451,25.63,20.2477
452,12.05,9.64
453,365.24,317.7588
454,269.5,229.075
455,228.09,223.5282
456,232.14,208.926
457,252.78,227.502
458,323.73,317.2554
459,21.61,20.5295
460,319.87,307.0752
461,270.55,248.906
462,450.03,391.5261
463,297.61,294.6339
464,8.77,7.2791
465,180.47,146.1807
466,88.93,67.5868
467,101.32,88.1484
468,21.63,19.6833
469,134.9,133.551
470,439.02,351.216
471,202.94,192.793
472,264.3,240.513
473,445.26,351.7554
474,116.8,102.784
475,22.69,20.421
476,413.95,364.276
477,203.61,187.3212
478,120.62,90.465
479,482.13,467.6661
480,22.25,22.0275
481,453.66,408.294
482,249.03,199.224
483,38.31,34.0959
484,303.22,263.8014
485,129.4,109.99
486,238.73,186.2094
487,413.01,355.1886
488,226.97,224.7003
489,180.97,179.1603
490,100.12,84.1008
491,192.12,146.0112
492,154.73,143.8989
493,388.25,295.07
494,348.11,302.8557
495,62.55,58.1715
496,304.91,256.1244
497,445.24,436.3352
498,326.12,270.6796
499,235.98,193.5036
500,12.88,11.0768
501,410.08,348.568
502,119.52,95.616
503,436.25,370.8125
504,279.47,220.7813
505,92.67,73.2093
506,433.12,411.464
507,21.17,19.2647
508,141.61,114.7041
509,93.77,74.0783
510,122.7,95.706
511,44.29,42.5184
512,276.02,253.9384
513,93.28,74.624
514,100.67,82.5494
515,276.84,262.998
516,405.04,348.3344
517,147.61,121.0402
518,92.13,83.8383
519,33.01,25.4177
520,80.82,69.5052
521,425.28,387.0048
522,82.4,76.632
523,334.54,297.7406
524,79.29,76.9113
525,316,287.56
526,184.84,144.1752
527,44.61,39.2568
528,466.03,456.7094
529,127.29,119.6526
530,33.13,28.8231
531,484.21,387.368
532,15.14,13.9288
533,15.29,15.1371
534,473.73,459.5181
535,249.84,222.3576
536,431.34,375.2658
537,484.02,464.6592
538,305.7,296.529
539,261.3,229.944
540,249.76,244.7648
541,101.21,100.1979
542,218.87,192.6056
543,451,423.94
544,286.72,252.3136
545,281.86,270.5856
546,465.71,353.9396
547,375.81,364.5357
548,161.93,148.9756
549,146.11,112.5047
550,31.57,23.6775
551,459.83,441.4368
552,288.13,221.8601
553,165.19,123.8925
554,418.22,326.2116
555,395.48,363.8416
556,291.84,268.4928
557,221.02,165.765
558,394.52,382.6844
559,340.37,326.7552
560,216.37,168.7686
561,234.01,191.8882
562,388.92,299.4684
563,288.67,274.2365
564,438.1,403.052
565,85.07,74.8616
566,376.58,369.0484
567,212.1,203.616
568,470.53,428.1823
569,55.91,54.7918
570,299.88,230.9076
571,333.56,303.5396
572,40.58,31.2466
573,348.11,341.1478
574,228.89,189.9787
575,490.27,465.7565
576,126.26,119.947
577,437.68,389.5352
578,288.3,279.651
579,95.06,76.9986
580,97.17,85.5096
581,225.91,214.6145
582,270.57,232.6902
583,243.01,201.6983
584,173.04,164.388
585,175.32,164.8008
586,312.96,250.368
587,426.7,354.161
588,79.12,75.9552
589,365.89,343.9366
590,482.18,366.4568
591,401.59,377.4946
592,471.71,443.4074
593,307.11,239.5458
594,120.48,115.6608
595,416.82,400.1472
596,270.76,227.4384
597,486.07,466.6272
598,103.28,98.116
599,166.59,148.2651
600,331.3,311.422
601,214.39,205.8144
602,418.51,359.9186
603,448.72,390.3864
604,448.33,385.5638
605,123.96,120.2412
606,247.6,235.22
607,330.65,327.3435
608,76.34,58.7818
609,206.02,203.9598
610,325.25,279.715
611,248.91,201.6171
612,258.7,199.199
613,425.19,378.4191
614,327.09,310.7355
615,147.39,114.9642
616,478.88,464.5136
617,424.33,386.1403
618,225.19,216.1824
619,407.7,383.238
620,155.56,121.3368
621,439.34,373.439
622,229.39,213.3327
623,132.41,117.8449
624,177.85,174.293
625,216.88,173.504
626,191.37,160.7508
627,383.81,345.429
628,424.56,411.8232
629,81.97,73.773
630,136.17,121.1913
631,189.06,187.1694
632,315.11,245.7858
633,448.02,349.4556
634,240.53,187.6134
635,280.34,249.5026
636,135.92,108.736
637,243.44,231.268
638,373.16,320.9176
639,411.51,325.0929
640,229.51,185.9031
641,367.14,359.7972
642,67.48,64.7808
643,423.96,373.0848
644,26.03,25.5094
645,330.78,314.241
646,277.19,252.2429
647,445.72,365.4904
648,198.48,196.4952
649,172.07,149.7009
650,206.7,159.159
651,284.83,264.8919
652,180.46,142.5634
653,76.61,65.1185
654,111.72,105.0168
655,245.67,228.4731
656,216.5,207.84
657,96.84,76.5036
658,200.68,172.5848
659,116.54,88.5704
660,433.14,415.8144
661,166.03,134.4843
662,354.68,344.0396
663,412.02,329.616
664,473.92,464.4416
665,389.92,308.0368
666,380.66,354.0138
667,288.24,230.592
668,289.77,228.9183
669,262.93,199.8268
670,251.27,238.7065
671,452.39,434.2944
672,358.9,326.599
673,444.59,346.7802
674,255.4,211.982
675,388.97,373.4112
676,47.71,39.1222
677,16.64,15.808
678,98.46,86.6448
679,242.52,210.9924
680,186.32,182.5936
681,302.13,299.1087
682,47.11,38.6302
683,149.15,131.252
684,141.05,131.1765
685,2.26,2.1922
686,97.95,95.991
687,202.65,174.279
688,36.73,27.5475
689,145.25,140.8925
690,128.98,121.2412
691,267.63,243.5433
692,136.92,109.536
693,233.44,179.7488
694,418.94,335.152
695,220.83,185.4972
696,85.9,73.015
697,210.25,208.1475
698,275.42,250.6322
699,60.06,49.8498
700,192.81,181.2414
701,299.16,281.2104
702,451.92,438.3624
703,209.24,167.392
704,200.42,168.3528
705,345.4,300.498
706,148.65,123.3795
707,430.73,413.5008
708,336.24,285.804
709,198.23,186.3362
710,325.28,256.9712
711,400.92,332.7636
712,39.6,36.432
713,173.19,157.6029
714,345.73,304.2424
715,189.04,160.684
716,165.34,140.539
717,238.6,209.968
718,361.11,317.7768
719,231.62,222.3552
720,88.22,70.576
721,446.11,437.1878
722,334.04,313.9976
723,39.21,36.0732
724,349.22,317.7902
725,230.77,221.5392
726,212.37,208.1226
727,318.69,280.4472
728,485.92,456.7648
729,460.16,418.7456
730,394.22,374.509
731,296.51,278.7194
732,199.69,167.7396
733,99.86,98.8614
734,383.09,310.3029
735,178.27,155.0949
736,151.73,147.1781
737,258.05,245.1475
738,95.28,75.2712
739,449.29,399.8681
740,221.31,205.8183
741,216.09,185.8374
742,261.34,258.7266
743,98.45,75.8065
744,213.8,200.972
745,154.48,123.584
746,329.15,269.903
747,61.73,48.1494
748,74.71,65.7448
749,427.48,397.5564
750,53.21,43.6322
751,384.36,322.8624
752,260.28,234.252
753,149.42,147.9258
754,68.38,64.961
755,264.8,214.488
756,383.34,322.0056
757,221.71,188.4535
758,340.88,282.9304
759,22.4,17.024
760,396.94,389.0012
761,271.85,252.8205
762,296.21,284.3616
763,123.38,96.2364
764,331.12,291.3856
765,57.9,51.531
766,106.96,96.264
767,118.25,89.87
768,113.85,110.4345
769,40.55,38.117
770,157.09,149.2355
771,237.28,182.7056
772,211.11,168.888
773,365.13,354.1761
774,175.87,144.2134
775,352.65,303.279
776,234.04,222.338
777,141.04,115.6528
778,472.08,354.06
779,285.93,254.4777
780,458.78,445.0166
781,116.48,112.9856
782,269.05,252.907
783,364.99,317.5413
784,242.8,233.088
785,345.84,273.2136
786,5.15,4.429
787,341.4,293.604
788,437.42,332.4392
789,136.36,128.1784
790,100.78,86.6708
791,157.26,132.0984
792,480.94,461.7024
793,4.77,3.7683
794,87.23,83.7408
795,123.68,118.7328
796,473.21,359.6396
797,321.18,285.8502
798,134.03,125.9882
799,27.54,25.6122
800,2.88,2.7936
801,489.11,430.4168
802,13.98,13.4208
803,45.52,38.2368
804,68.7,65.952
805,48.2,45.79
806,27.09,24.1101
807,71.87,70.4326
808,290.48,226.5744
809,477.66,367.7982
810,113.8,96.73
811,180.46,167.8278
812,92.12,75.5384
813,4.55,4.186
814,344.2,261.592
815,140.04,133.038
816,56.03,46.5049
817,29.02,26.9886
818,389.91,331.4235
819,10.53,9.1611
820,471.68,382.0608
821,7.16,7.0168
822,212.61,178.5924
823,162.55,136.542
824,245.09,205.8756
825,50.93,40.744
826,218.48,190.0776
827,123.7,121.226
828,147.59,143.1623
829,116.71,109.7074
830,25.09,21.5774
831,344.2,265.034
832,439.12,364.4696
833,174.61,146.6724
834,224.14,219.6572
835,206.64,154.98
836,337.79,270.232
837,358.78,304.963
838,162.63,161.0037
839,70.49,57.0969
840,146.89,132.201
841,297.51,261.8088
842,168.43,131.3754
843,224.01,179.208
844,310.97,301.6409
845,94.52,92.6296
846,445.57,347.5446
847,211,204.67
848,189.28,155.2096
849,253.67,251.1333
850,356.03,341.7888
851,470.3,390.349
852,368.83,280.3108
853,336.4,292.668
854,438.25,420.72
855,81.16,73.8556
856,460.09,432.4846
857,184.25,173.195
858,161.75,134.2525
859,390.33,347.3937
860,106.91,101.5645
861,99.75,89.775
862,120.89,101.5476
863,230.11,179.4858
864,426.36,375.1968
865,9.16,8.702
866,38.61,37.8378
867,15.74,15.5826
868,25.49,24.4704
869,70.87,53.8612
870,433.75,425.075
871,282.11,214.4036
872,27.02,22.4266
873,429.64,416.7508
874,21.67,20.5865
875,15.94,12.2738
876,358.59,290.4579
877,427.72,372.1164
878,266.14,252.833
879,387.02,301.8756
880,196.39,180.6788
881,486.73,389.384
882,437.59,358.8238
883,91.96,77.2464
884,454.47,413.5677
885,195,177.45
886,214.09,188.3992
887,269.21,215.368
888,229.67,188.3294
889,315.74,306.2678
890,453.22,389.7692
891,212.81,202.1695
892,102.97,80.3166
893,403.26,379.0644
894,346.56,280.7136
895,410.25,389.7375
896,200.49,196.4802
897,265.62,239.058
898,11.25,10.6875
899,350.2,301.172
900,398.22,390.2556
901,382.07,320.9388
902,58.58,56.8226
903,335.39,308.5588
904,349.81,279.848
905,196.72,188.8512
906,139.69,118.7365
907,337.56,290.3016
908,385.59,320.0397
909,209.17,186.1613
910,382.36,325.006
911,458.99,358.0122
912,387.92,298.6984
913,331.22,274.9126
914,220.16,206.9504
915,112.55,109.1735
916,72.78,69.141
917,89.62,68.1112
918,225.81,180.648
919,405.63,393.4611
920,51.33,39.0108
921,315.35,293.2755
922,40.74,38.2956
923,163.61,139.0685
924,29.62,28.139
925,422.56,388.7552
926,463.6,370.88
927,52.82,48.5944
928,225.05,213.7975
929,247.93,220.6577
930,348.02,334.0992
931,403.66,383.477
932,35.69,32.8348
933,108.57,104.2272
934,302.36,293.2892
935,257.44,247.1424
936,335.62,278.5646
937,109.26,104.8896
938,185.21,168.5411
939,375.47,341.6777
940,35.26,33.497
941,68.72,65.9712
942,82.3,71.601
943,169.62,132.3036
944,165.65,150.7415
945,368.93,343.1049
946,72.64,55.2064
947,85.4,82.838
948,391.99,368.4706
949,161.06,156.2282
950,384.71,346.239
951,187.96,150.368
952,296.91,234.5589
953,50.79,39.1083
954,354.72,290.8704
955,327.63,252.2751
956,422.52,350.6916
957,222.58,215.9026
958,487.02,462.669
959,482.42,453.4748
960,44.34,43.4532
961,161.29,145.161
962,140.69,122.4003
963,294.87,250.6395
964,113.46,98.7102
965,172.34,156.8294
966,413.02,326.2858
967,204.46,161.5234
968,467.07,457.7286
969,103.52,99.3792
970,194.13,145.5975
971,1.93,1.7563
972,361.73,296.6186
973,356.8,271.168
974,199.18,171.2948
975,304.16,252.4528
976,414.05,385.0665
977,200.26,184.2392
978,350.14,280.112
979,436.84,428.1032
980,300.93,252.7812
981,485.87,388.696
982,304.5,258.825
983,248.65,196.4335
984,481.94,467.4818
985,8.72,7.3248
986,166.64,158.308
987,51.88,42.0228
988,55.35,47.0475
989,419.59,381.8269
990,206.04,181.3152
991,278.79,253.6989
992,257.81,252.6538
993,144.09,142.6491
994,147.23,138.3962
995,391.75,376.08
996,349.3,268.961
997,135.39,108.312
998,290.65,258.6785
999,63.02,52.3066
1000,380.96,312.3872
1001,36.3,32.67
1002,387.13,360.0309
1003,231.56,222.2976
1004,376.2,327.294
1005,56.54,53.1476
1006,126.49,122.6953
1007,207.96,205.8804
1008,469.6,464.904
1009,352.65,327.9645
1010,273.04,207.5104
1011,352.52,320.7932
1012,362.15,311.449
1013,208.9,181.743
1014,216.4,192.596
1015,489.66,474.9702
1016,480.04,360.03
1017,225.22,177.9238
1018,217.18,182.4312
1019,448.66,340.9816
1020,269.27,245.0357
1021,269.55,258.768
1022,329.12,315.9552
1023,430.38,408.861
1024,156.23,134.3578
1025,199.21,161.3601
1026,255.78,250.6644
1027,420.43,319.5268
1028,399.09,311.2902
1029,87.54,81.4122
1030,65.37,50.9886
1031,272.7,256.338
1032,479.99,455.9905
1033,362.61,358.9839
1034,367.78,290.5462
1035,70.41,59.8485
1036,122.52,104.142
1037,211.48,207.2504
1038,337.45,330.701
1039,301.17,286.1115
1040,236.94,229.8318
1041,240.47,206.8042
1042,391.49,324.9367
1043,336.19,312.6567
1044,72.72,67.6296
1045,430.02,322.515
1046,340.33,275.6673
1047,163.35,160.083
1048,369.59,288.2802
1049,252.29,189.2175
1050,11.13,9.3492
1051,348.21,330.7995
1052,6.01,4.808
1053,484.36,464.9856
1054,152.89,145.2455
1055,163.25,127.335
1056,319.83,275.0538
1057,243.43,199.6126
1058,131,117.9
1059,339.31,308.7721
1060,337.63,320.7485
1061,23.7,20.856
1062,356.02,352.4598
1063,26.25,22.575
1064,368.02,356.9794
1065,400.3,360.27
1066,457.65,343.2375
1067,278.51,242.3037
1068,427.05,358.722
1069,265.53,236.3217
1070,257.51,229.1839
1071,433.55,338.169
1072,165.3,140.505
1073,451.48,352.1544
1074,235.62,181.4274
1075,409.54,397.2538
1076,450.56,351.4368
1077,253.26,245.6622
1078,31.53,28.6923
1079,227.96,209.7232
1080,133.1,109.142
1081,272.86,215.5594
1082,137.88,107.5464
1083,357.29,317.9881
1084,395.9,332.556
1085,25.39,19.2964
1086,465.1,353.476
1087,20.09,19.2864
1088,349.94,325.4442
1089,327.66,271.9578
1090,92.88,69.66
1091,488.45,468.912
1092,225.53,214.2535
1093,242.28,184.1328
1094,225.95,221.431
1095,202.57,196.4929
1096,370.07,355.2672
1097,95.48,91.6608
1098,17.97,16.173
1099,18.42,14.3676
1100,14.25,13.2525
1101,409.08,400.8984
1102,404.46,376.1478
1103,49.15,47.6755
1104,370.45,366.7455
1105,423.81,385.6671
1106,406.17,361.4913
1107,142.22,136.5312
1108,88.82,71.056
1109,100.12,78.0936
1110,139.58,125.622
1111,246.87,234.5265
1112,234.85,230.153
1113,216.65,205.8175
1114,276.93,207.6975
1115,153.37,127.2971
1116,387.24,340.7712
1117,210.32,157.74
1118,282.92,265.9448
1119,275.55,214.929
1120,438.42,425.2674
1121,307.24,245.792
1122,467.19,443.8305
1123,115.53,95.8899
1124,441.41,423.7536
1125,161.89,155.4144
1126,232.36,181.2408
1127,203.45,201.4155
1128,142.11,140.6889
1129,176.59,155.3992
1130,34.24,29.104
1131,5.36,4.5024
1132,78.73,74.7935
1133,426.47,366.7642
1134,355.2,291.264
1135,481.33,452.4502
1136,28.71,27.5616
1137,428.24,381.1336
1138,115.57,97.0788
1139,182.13,169.3809
1140,286.47,283.6053
1141,86.03,77.427
1142,314.86,245.5908
1143,8.24,7.0864
1144,436.47,336.0819
1145,329.62,319.7314
1146,474.62,469.8738
1147,22.6,21.244
1148,5.19,4.4115
1149,19.27,14.8379
1150,96.79,90.0147
1151,305.28,280.8576
1152,380.71,338.8319
1153,231.68,194.6112
1154,77.67,76.8933
1155,70.64,68.5208
1156,8.78,7.024
1157,312.61,275.0968
1158,74.28,70.566
1159,91.59,75.1038
1160,314.21,254.5101
1161,298.09,241.4529
1162,84.39,79.3266
1163,117.66,95.3046
1164,195.52,175.968
1165,286.03,257.427
1166,443.28,429.9816
1167,23.9,20.793
1168,126.94,116.7848
1169,317.41,307.8877
1170,77.9,62.32
1171,270.09,229.5765
1172,259.44,243.8736
1173,137.24,129.0056
1174,19.6,18.228
1175,114.56,98.5216
1176,145.52,113.5056
1177,343.11,329.3856
1178,423.38,402.211
1179,424.09,411.3673
1180,1.78,1.7088
1181,401.3,369.196
1182,328.1,324.819
1183,363.16,297.7912
1184,157.44,144.8448
1185,247.14,212.5404
1186,385.25,365.9875
1187,95.29,77.1849
1188,353.05,289.501
1189,132.53,121.9276
1190,77.04,69.336
1191,119.49,102.7614
1192,73.66,62.611
1193,219.89,171.5142
1194,84.49,66.7471
1195,355.65,348.537
1196,230.3,184.24
1197,274.97,214.4766
1198,394.64,378.8544
1199,486.7,467.232
1200,76.84,72.2296
1201,73.26,63.7362
1202,284.97,265.0221
1203,332.61,292.6968
1204,73.8,67.158
1205,321.12,301.8528
1206,473.2,435.344
1207,213.8,164.626
1208,272.52,261.6192
1209,469.04,375.232
1210,455.56,364.448
1211,307.37,282.7804
1212,165.82,152.5544
1213,36.16,28.5664
1214,372.04,297.632
1215,429.68,421.0864
1216,236.26,196.0958
1217,148.46,120.2526
1218,279.4,223.52
1219,257.35,234.1885
1220,131.2,101.024
1221,224.98,218.2306
1222,72.31,67.9714
1223,182.78,142.5684
1224,42.57,34.056
1225,178.6,148.238
1226,244.51,217.6139
1227,395.53,371.7982
1228,272.79,253.6947
1229,438.76,342.2328
1230,277.88,252.8708
1231,325.03,312.0288
1232,453.55,426.337
1233,75.09,72.0864
1234,272.95,232.0075
1235,318,308.46
1236,472.79,468.0621
1237,383.12,329.4832
1238,402.34,346.0124
1239,167.58,134.064
1240,126,123.48
1241,131,98.25
1242,282.1,276.458
1243,448.8,381.48
1244,0.82,0.6314
1245,229.11,199.3257
1246,361.12,306.952
1247,400.83,392.8134
1248,246.16,199.3896
1249,357.28,350.1344
1250,289.12,245.752
1251,471.03,466.3197
1252,269.47,226.3548
1253,35.59,28.8279
1254,46.88,41.7232
1255,125.01,122.5098
1256,291.54,265.3014
1257,146.91,127.8117
1258,6.86,5.488
1259,101.49,90.3261
1260,125.58,124.3242
1261,310.69,264.0865
1262,482.56,381.2224
1263,442.64,420.508
1264,304.87,298.7726
1265,401.36,353.1968
1266,286,280.28
1267,482.99,415.3714
1268,407.83,305.8725
1269,446.68,402.012
1270,401.42,397.4058
1271,400.77,352.6776
1272,141.52,135.8592
1273,148.41,111.3075
1274,453.26,349.0102
1275,392.38,360.9896
1276,9.38,8.2544
1277,484.82,436.338
